datetime,open,high,low,close,volume
2026-09-02T09:00:00,77999.02,78007.34,77980.6,77987.26,2491
2026-09-02T10:00:00,77989.06,77997.65,77985.48,77992.06,2254
2026-09-02T11:00:00,77991.74,78007.52,77982.64,77988.98,2600
2026-09-02T12:00:00,77988.42,78007.9,77985.66,78006.96,2612
2026-09-02T13:00:00,78007.75,78013.95,77993.53,78004.77,1818
2026-09-02T14:00:00,78007.32,78019.5,77999.29,78014.88,2468
2026-09-02T15:00:00,78017.33,78035.19,78014.06,78032.11,2572
2026-09-02T16:00:00,78030.42,78038.56,78015.27,78018.3,2842
2026-09-02T17:00:00,78016.81,78020.31,77998.4,78005.86,2434
2026-09-02T18:00:00,78007.33,78029.87,78003.56,78024.09,2281
2026-09-02T19:00:00,78025.62,78049.34,78015.19,78045.83,3156
2026-09-02T20:00:00,78045.67,78046.75,78011.57,78019.4,2686
2026-09-02T21:00:00,78022.65,78030.0,78002.11,78013.05,2637
2026-09-02T22:00:00,78014.44,78024.01,78003.12,78015.78,2870
2026-09-02T23:00:00,78018.11,78022.76,77999.5,78003.4,1834
2026-09-03T09:30:00,78002.82,78006.04,77981.91,77987.68,2568
2026-09-03T10:30:00,77987.33,77989.45,77961.61,77986.57,1763
2026-09-03T11:30:00,77987.06,77989.72,77966.8,77980.61,2933
2026-09-03T12:30:00,77979.17,77989.7,77962.61,77986.14,2392
2026-09-03T13:30:00,77985.41,77996.9,77982.12,77986.57,2343
2026-09-03T14:30:00,77984.82,77993.65,77971.06,77980.12,2213
2026-09-03T15:30:00,77980.09,77995.22,77972.38,77992.91,2122
2026-09-03T16:30:00,77991.25,78007.5,77987.63,78004.61,2663
2026-09-03T17:30:00,78005.29,78018.01,77994.26,78007.06,1880
2026-09-03T18:30:00,78012.38,78022.63,78002.53,78013.67,2296
2026-09-03T19:30:00,78015.02,78032.65,78011.46,78025.12,2023
2026-09-03T20:30:00,78026.54,78044.15,78019.99,78043.07,2384
2026-09-03T21:30:00,78044.45,78048.2,78031.99,78033.87,2359
2026-09-03T22:30:00,78034.83,78036.31,78008.34,78010.48,2098
2026-09-04T09:00:00,78010.05,78013.48,77991.4,78010.52,3128
2026-09-04T10:00:00,78006.19,78017.19,77989.41,77992.12,2822
2026-09-04T11:00:00,77995.43,78004.46,77974.1,77977.62,2673
2026-09-04T12:00:00,77978.03,77979.3,77958.0,77960.41,1977
2026-09-04T13:00:00,77957.88,77998.49,77954.14,77994.79,2278
2026-09-04T14:00:00,77993.85,78014.15,77980.88,78008.95,2924
2026-09-04T15:00:00,78008.43,78037.56,78003.22,78034.83,2265
2026-09-04T16:00:00,78036.44,78041.11,78011.92,78014.25,2540
2026-09-04T17:00:00,78014.22,78025.59,78008.82,78015.31,2422
2026-09-04T18:00:00,78014.86,78024.64,77998.7,78023.71,2850
2026-09-04T19:00:00,78021.34,78037.89,78017.97,78030.47,2110
2026-09-04T20:00:00,78030.27,78039.51,78006.71,78009.31,3279
2026-09-04T21:00:00,78007.06,78019.93,77994.62,78002.86,2123
2026-09-04T22:00:00,78003.55,78011.84,77992.36,78001.23,2165
